arm,block,seed,stage,restart,regime,population,iterations,evaluations,bestCost,termination
pol-none,1,130001,2,66,,0,166,10624,662.79339090983069,convergence
pol-none,1,130001,2,67,,0,181,11584,667.05568059285486,convergence
pol-none,1,130001,2,68,,0,152,9728,662.75967534383142,convergence
pol-none,1,130001,2,69,,0,143,9152,668.49559783935547,convergence
pol-none,1,130001,2,70,,0,188,12032,667.03954315185547,convergence
pol-none,1,130001,2,71,,0,167,10688,667.8843104044596,convergence
pol-none,1,130001,2,72,,0,153,9792,662.78075536092126,convergence
pol-none,1,130001,2,73,,0,140,8960,661.92460250854492,convergence
pol-none,1,130001,2,74,,0,115,7360,662.77334340413415,convergence
pol-none,1,130001,2,75,,0,172,11008,657.67033767700195,convergence
pol-none,1,130001,2,76,,0,116,7424,661.90292231241858,convergence
pol-none,1,130001,2,77,,0,155,9920,667.7729708353678,convergence
pol-none,1,130001,2,78,,0,164,10496,657.67132059733069,convergence
pol-none,1,130001,3,0,,0,136,8704,650.7087071736654,convergence
pol-none,1,130001,3,1,,0,150,9600,651.67278289794922,convergence
pol-none,1,130001,3,2,,0,185,11840,640.20880635579431,convergence
pol-none,1,130001,3,3,,0,141,9024,650.56777191162109,convergence
pol-none,1,130001,3,4,,0,150,9600,646.25914891560876,convergence
pol-none,1,130001,3,5,,0,151,9664,640.20756785074866,convergence
pol-none,1,130001,3,6,,0,129,8256,638.25150934855139,convergence
pol-none,1,130001,3,7,,0,141,9024,638.25080998738611,convergence
pol-none,1,130001,3,8,,0,171,10944,644.28261566162109,convergence
pol-none,1,130001,3,9,,0,135,8640,640.25810241699219,convergence
pol-none,1,130001,3,10,,0,174,11136,640.21212387084961,convergence
pol-none,1,130001,3,11,,0,168,10752,640.25080108642578,convergence
pol-none,1,130001,3,12,,0,128,8192,638.25080998738611,convergence
pol-none,1,130001,3,13,,0,124,7936,638.25080998738611,convergence
pol-none,1,130001,3,14,,0,169,10816,651.67423375447595,convergence
pol-none,1,130001,3,15,,0,160,10240,651.99297332763672,convergence
pol-none,1,130001,3,16,,0,194,12416,640.22283554077148,convergence
pol-none,1,130001,3,17,,0,142,9088,640.27646891276038,convergence
pol-none,1,130001,3,18,,0,158,10112,652.85102462768555,convergence
pol-none,1,130001,3,19,,0,144,9216,640.24167378743493,convergence
pol-none,1,130001,3,20,,0,141,9024,650.7411994934082,convergence
pol-none,1,130001,3,21,,0,159,10176,650.71403376261389,convergence
pol-none,1,130001,3,22,,0,157,10048,640.20756785074866,convergence
pol-none,1,130001,3,23,,0,185,11840,651.99189376831055,convergence
pol-none,1,130001,3,24,,0,146,9344,650.56179936726892,convergence
pol-none,1,130001,3,25,,0,133,8512,650.69769159952796,convergence
pol-none,1,130001,3,26,,0,192,12288,652.33955891927087,convergence
pol-none,1,130001,3,27,,0,147,9408,640.24870936075843,convergence
pol-none,1,130001,3,28,,0,179,11456,651.98234303792321,convergence
pol-none,1,130001,3,29,,0,161,10304,649.98249053955078,convergence
pol-none,1,130001,3,30,,0,178,11392,652.37102762858069,convergence
pol-none,1,130001,3,31,,0,135,8640,650.70723470052087,convergence
pol-none,1,130001,3,32,,0,152,9728,644.29339218139648,convergence
pol-none,1,130001,3,33,,0,164,10496,644.2879638671875,convergence
pol-none,1,130001,3,34,,0,176,11264,651.6718966166178,convergence
pol-none,1,130001,3,35,,0,171,10944,652.50712331136071,convergence
pol-none,1,130001,3,36,,0,153,9792,652.50712331136071,convergence
pol-none,1,130001,3,37,,0,145,9280,650.71403376261389,convergence
pol-none,1,130001,3,38,,0,130,8320,648.80805587768555,convergence
pol-none,1,130001,3,39,,0,152,9728,651.48277537027991,convergence
pol-none,1,130001,3,40,,0,123,7872,644.2831141153971,convergence
pol-none,1,130001,3,41,,0,153,9792,644.28651301066077,convergence
pol-none,1,130001,3,42,,0,123,7872,638.25080998738611,convergence
pol-none,1,130001,3,43,,0,150,9600,652.00385411580407,convergence
pol-none,1,130001,3,44,,0,141,9024,649.60989252726233,convergence
pol-none,1,130001,3,45,,0,171,10944,650.71403376261389,convergence
pol-none,1,130001,3,46,,0,151,9664,652.33885447184241,convergence
pol-none,1,130001,3,47,,0,166,10624,640.21212387084961,convergence
pol-none,1,130001,3,48,,0,127,8128,644.28261566162109,convergence
pol-none,1,130001,3,49,,0,162,10368,648.45475006103516,convergence
pol-none,1,130001,3,50,,0,179,11456,652.00571314493811,convergence
pol-none,1,130001,3,51,,0,173,11072,640.243408203125,convergence
pol-none,1,130001,3,52,,0,143,9152,650.71403376261389,convergence
pol-none,1,130001,3,53,,0,153,9792,640.23369598388672,convergence
pol-none,1,130001,3,54,,0,121,7744,638.25080998738611,convergence
pol-none,1,130001,3,55,,0,156,9984,640.25780487060547,convergence
pol-none,1,130001,3,56,,0,168,10752,640.25561904907227,convergence
pol-none,1,130001,3,57,,0,181,11584,651.9375216166178,convergence
pol-none,1,130001,3,58,,0,160,10240,651.0555203755697,convergence
pol-none,1,130001,3,59,,0,163,10432,652.40084203084314,convergence
pol-none,1,130001,3,60,,0,153,9792,650.5451545715332,convergence
pol-none,1,130001,3,61,,0,145,9280,644.28723907470703,convergence
pol-none,1,130001,3,62,,0,128,8192,650.70792261759436,convergence
pol-none,1,130001,3,63,,0,147,9408,638.25080998738611,convergence
pol-none,1,130001,3,64,,0,162,10368,652.50712331136071,convergence
pol-none,1,130001,3,65,,0,162,10368,652.50712331136071,convergence
pol-none,1,130001,3,66,,0,114,7296,644.29014587402344,convergence
pol-none,1,130001,3,67,,0,158,10112,644.28278223673499,convergence
pol-none,1,130001,3,68,,0,183,11712,650.70467758178711,convergence
pol-none,1,130001,3,69,,0,149,9536,644.2831141153971,convergence
pol-none,1,130001,3,70,,0,191,12224,650.71596018473304,convergence
pol-none,1,130001,3,71,,0,151,9664,644.28343963623047,convergence
pol-none,1,130001,3,72,,0,144,9216,650.71403376261389,convergence
pol-none,1,130001,3,73,,0,154,9856,652.05805842081702,convergence
pol-none,1,130001,3,74,,0,172,11008,652.572987874349,convergence
pol-none,1,130001,3,75,,0,153,9792,640.25465647379554,convergence
pol-none,1,130001,3,76,,0,150,9600,652.37344233194983,convergence
pol-none,1,130001,3,77,,0,150,9600,644.28517405192054,convergence
